Tanggal ,Menu Makanan Minuman,Harga Produk,Total Produk,Total Item Terjual,Penjualan Per Hari ,Pemasukan per Hari,Pengeluaran per Hari,Laba Kotor per Hari,,,,,
4/24/2025,Teh Tawar Es/Hangat,5000,9,351,45000,4999000,2112400,2886600,,,,,
4/24/2025,Es Campur ,15000,8,351,120000,4999000,2112400,2886600,,,,,
4/24/2025,Bakso Biasa,15000,9,351,135000,4999000,2112400,2886600,,,,,
4/24/2025,Emping,10000,4,351,40000,4999000,2112400,2886600,,,,,
4/24/2025,Teh Botol Sosro,5000,4,351,20000,4999000,2112400,2886600,,,,,
4/24/2025,Telur Rebus ,3000,2,351,6000,4999000,2112400,2886600,,,,,
4/24/2025,Es Batu,1000,2,351,2000,4999000,2112400,2886600,,,,,
4/24/2025,Extra Ayam,1000,2,351,2000,4999000,2112400,2886600,,,,,
4/24/2025,Kerupuk Udang,6000,2,351,12000,4999000,2112400,2886600,,,,,
4/24/2025,Telur Asin,3000,1,351,3000,4999000,2112400,2886600,,,,,
4/26/2025,Mie Ayam Bangka Komplit,28000,84,569,2352000,8566000,3202400,5363600,,,,,
4/26/2025,Mie Ayam Bangka Bakso,23000,63,569,1449000,8566000,3202400,5363600,,,,,
4/26/2025,Teh Manis Es/Hangat,5000,59,569,295000,8566000,3202400,5363600,,,,,
4/26/2025,Mie Ayam Bangka,20000,57,569,1140000,8566000,3202400,5363600,,,,,
4/26/2025,Jeruk Es/Hangat,6000,49,569,294000,8566000,3202400,5363600,,,,,
4/26/2025,Mie Ayam Bangka Pangsit,23000,48,569,1104000,8566000,3202400,5363600,,,,,
4/26/2025,Air Mineral Botol,4000,40,569,160000,8566000,3202400,5363600,,,,,
4/26/2025,Es Teler ,15000,30,569,450000,8566000,3202400,5363600,,,,,
4/26/2025,Kerupuk Gantung,12000,25,569,300000,8566000,3202400,5363600,,,,,
4/26/2025,Es Campur ,15000,19,569,285000,8566000,3202400,5363600,,,,,
4/26/2025,Air Es/Hangat,4000,17,569,68000,8566000,3202400,5363600,,,,,
4/26/2025,Kerupuk Pangsit,5000,11,569,55000,8566000,3202400,5363600,,,,,
4/26/2025,Bakso Urat,19000,11,569,209000,8566000,3202400,5363600,,,,,
4/26/2025,Telur Rebus ,3000,8,569,24000,8566000,3202400,5363600,,,,,
4/26/2025,Bakso Biasa,15000,11,569,165000,8566000,3202400,5363600,,,,,
4/26/2025,Es Batu,1000,6,569,6000,8566000,3202400,5363600,,,,,
4/26/2025,Telur Asin,3000,6,569,18000,8566000,3202400,5363600,,,,,
4/26/2025,Teh Tawar Es/Hangat,5000,5,569,25000,8566000,3202400,5363600,,,,,
4/26/2025,Emping,10000,4,569,40000,8566000,3202400,5363600,,,,,
4/26/2025,Teh Botol Sosro,5000,4,569,20000,8566000,3202400,5363600,,,,,
4/26/2025,Amplang,12000,4,569,48000,8566000,3202400,5363600,,,,,
4/26/2025,Kerupuk Udang,6000,3,569,18000,8566000,3202400,5363600,,,,,
4/26/2025,Kerupuk Acan,12000,2,569,24000,8566000,3202400,5363600,,,,,
4/26/2025,Kacang Goreng ,6000,1,569,6000,8566000,3202400,5363600,,,,,
4/26/2025,Kacang Sembunyi,6000,1,569,6000,8566000,3202400,5363600,,,,,
4/26/2025,Pangsit Kuah,5000,1,569,5000,8566000,3202400,5363600,,,,,
4/27/2025,Mie Ayam Bangka Komplit,28000,85,511,2380000,7768000,2912400,4855600,,,,,
4/27/2025,Mie Ayam Bangka,20000,67,511,1340000,7768000,2912400,4855600,,,,,
4/27/2025,Jeruk Es/Hangat,6000,55,511,330000,7768000,2912400,4855600,,,,,
4/27/2025,Mie Ayam Bangka Bakso,23000,49,511,1127000,7768000,2912400,4855600,,,,,
4/27/2025,Teh Manis Es/Hangat,5000,38,511,190000,7768000,2912400,4855600,,,,,
4/27/2025,Mie Ayam Bangka Pangsit,23000,39,511,897000,7768000,2912400,4855600,,,,,
4/27/2025,Air Mineral Botol,4000,32,511,128000,7768000,2912400,4855600,,,,,
4/27/2025,Air Es/Hangat,4000,30,511,120000,7768000,2912400,4855600,,,,,
4/27/2025,Es Campur ,15000,19,511,285000,7768000,2912400,4855600,,,,,
4/27/2025,Bakso biasa,15000,14,511,210000,7768000,2912400,4855600,,,,,
4/27/2025,Es Teler ,15000,13,511,195000,7768000,2912400,4855600,,,,,
4/27/2025,Kerupuk Gantung,12000,13,511,156000,7768000,2912400,4855600,,,,,
4/27/2025,Es Batu,1000,11,511,11000,7768000,2912400,4855600,,,,,
4/27/2025,Teh Botol Sosro,5000,11,511,55000,7768000,2912400,4855600,,,,,
4/27/2025,Bakso Urat,19000,11,511,209000,7768000,2912400,4855600,,,,,
4/27/2025,Kerupuk Pangsit,5000,6,511,30000,7768000,2912400,4855600,,,,,
4/27/2025,Pangsit Kuah,5000,4,511,20000,7768000,2912400,4855600,,,,,
4/27/2025,Kacang Goreng ,6000,4,511,24000,7768000,2912400,4855600,,,,,
4/27/2025,Teh Tawar Es/Hangat,5000,3,511,15000,7768000,2912400,4855600,,,,,
4/27/2025,Makaroni,10000,2,511,20000,7768000,2912400,4855600,,,,,
4/27/2025,Basreng,10000,1,511,10000,7768000,2912400,4855600,,,,,
4/27/2025,Emping,10000,1,511,10000,7768000,2912400,4855600,,,,,
4/27/2025,Telur Asin,3000,1,511,3000,7768000,2912400,4855600,,,,,
4/27/2025,Telur Rebus ,3000,1,511,3000,7768000,2912400,4855600,,,,,
4/28/2025,Mie Ayam Bangka Komplit,28000,59,458,1652000,6701000,2647400,4053600,,,,,
4/28/2025,Mie Ayam Bangka Bakso,23000,51,458,1173000,6701000,2647400,4053600,,,,,
4/28/2025,Jeruk Es/Hangat,6000,48,458,288000,6701000,2647400,4053600,,,,,
4/28/2025,Mie Ayam Bangka,20000,45,458,900000,6701000,2647400,4053600,,,,,
4/28/2025,Kerupuk Gantung,12000,36,458,432000,6701000,2647400,4053600,,,,,
4/28/2025,Mie Ayam Bangka Pangsit,23000,32,458,736000,6701000,2647400,4053600,,,,,
4/28/2025,Es Teler ,15000,29,458,435000,6701000,2647400,4053600,,,,,
4/28/2025,Air Mineral Botol,4000,26,458,104000,6701000,2647400,4053600,,,,,
4/28/2025,Teh Manis Es/Hangat ,5000,24,458,120000,6701000,2647400,4053600,,,,,
4/28/2025,Air Es/Hangat,4000,18,458,72000,6701000,2647400,4053600,,,,,
4/28/2025,Teh Botol Sosro,5000,13,458,65000,6701000,2647400,4053600,,,,,
4/28/2025,Bakso Urat,19000,11,458,209000,6701000,2647400,4053600,,,,,
4/28/2025,Es Campur ,15000,10,458,150000,6701000,2647400,4053600,,,,,
4/28/2025,Teh Tawar Es/Hangat,5000,10,458,50000,6701000,2647400,4053600,,,,,
4/28/2025,Kerupuk Udang,6000,8,458,48000,6701000,2647400,4053600,,,,,
4/28/2025,Amplang,12000,7,458,84000,6701000,2647400,4053600,,,,,
4/28/2025,Es Batu,1000,7,458,7000,6701000,2647400,4053600,,,,,
4/28/2025,Kerupuk Pangsit,5000,6,458,30000,6701000,2647400,4053600,,,,,
4/28/2025,Bakso Biasa,15000,5,458,75000,6701000,2647400,4053600,,,,,
4/28/2025,Telur Rebus ,3000,4,458,12000,6701000,2647400,4053600,,,,,
4/28/2025,Emping,10000,2,458,20000,6701000,2647400,4053600,,,,,
4/28/2025,Pangsit Kuah,5000,2,458,10000,6701000,2647400,4053600,,,,,
4/28/2025,Pangsit Rebus,5000,2,458,10000,6701000,2647400,4053600,,,,,
4/28/2025,Kacang Goreng ,6000,1,458,6000,6701000,2647400,4053600,,,,,
4/28/2025,Makaroni,10000,1,458,10000,6701000,2647400,4053600,,,,,
4/28/2025,Telur Asin,3000,1,458,3000,6701000,2647400,4053600,,,,,
4/29/2025,Mie Ayam Bangka Komplit,28000,42,281,1176000,4352000,1762400,2589600,,,,,
4/29/2025,Mie Ayam Bangka Bakso,23000,41,281,943000,4352000,1762400,2589600,,,,,
4/29/2025,Mie Ayam Bangka ,20000,31,281,620000,4352000,1762400,2589600,,,,,
4/29/2025,Teh Manis Es/Hangat,5000,29,281,145000,4352000,1762400,2589600,,,,,
4/29/2025,Jeruk Es/Hangat,6000,29,281,174000,4352000,1762400,2589600,,,,,
4/29/2025,Mie Ayam Bangka Pangsit,23000,24,281,552000,4352000,1762400,2589600,,,,,
4/29/2025,Air Mineral Botol,4000,19,281,76000,4352000,1762400,2589600,,,,,
4/29/2025,Bakso Urat,19000,10,281,190000,4352000,1762400,2589600,,,,,
4/29/2025,Teh Botol Sosro,5000,9,281,45000,4352000,1762400,2589600,,,,,
4/29/2025,Es Teler ,15000,8,281,120000,4352000,1762400,2589600,,,,,
4/29/2025,Kerupuk Gantung,12000,8,281,96000,4352000,1762400,2589600,,,,,
4/29/2025,Air Es/Hangat,4000,7,281,28000,4352000,1762400,2589600,,,,,
4/29/2025,Es Batu,1000,6,281,6000,4352000,1762400,2589600,,,,,
4/29/2025,Es Campur ,15000,5,281,75000,4352000,1762400,2589600,,,,,
4/29/2025,Bakso Biasa,15000,3,281,45000,4352000,1762400,2589600,,,,,
4/29/2025,Kerupuk Udang,6000,2,281,12000,4352000,1762400,2589600,,,,,
4/29/2025,Teh Tawar Es/Hangat,5000,2,281,10000,4352000,1762400,2589600,,,,,
4/29/2025,Telur Rebus ,3000,2,281,6000,4352000,1762400,2589600,,,,,
4/29/2025,Emping,10000,1,281,10000,4352000,1762400,2589600,,,,,
4/29/2025,Kacang Goreng ,6000,1,281,6000,4352000,1762400,2589600,,,,,
4/29/2025,Kerupuk Acan,12000,1,281,12000,4352000,1762400,2589600,,,,,
4/29/2025,Kerupuk Pangsit,5000,1,281,5000,4352000,1762400,2589600,,,,,
4/30/2025,Mie Ayam Bangka Komplit,28000,42,294,1176000,4492000,1827400,2664600,,,,,
4/30/2025,Mie Ayam Bangka,20000,41,294,820000,4492000,1827400,2664600,,,,,
4/30/2025,Jeruk Es/Hangat,6000,36,294,216000,4492000,1827400,2664600,,,,,
4/30/2025,Mie Ayam Bangka Pangsit,23000,35,294,805000,4492000,1827400,2664600,,,,,
4/30/2025,Teh Manis Es/Hangat,5000,25,294,125000,4492000,1827400,2664600,,,,,
4/30/2025,Mie Ayam Bangka Bakso,23000,26,294,598000,4492000,1827400,2664600,,,,,
4/30/2025,Air Mineral Botol,4000,20,294,80000,4492000,1827400,2664600,,,,,
4/30/2025,Air Es/Hangat,4000,15,294,60000,4492000,1827400,2664600,,,,,
4/30/2025,Kerupuk Gantung,12000,13,294,156000,4492000,1827400,2664600,,,,,
4/30/2025,Es Teler ,15000,12,294,180000,4492000,1827400,2664600,,,,,
4/30/2025,Kerupuk Udang,6000,6,294,36000,4492000,1827400,2664600,,,,,
4/30/2025,Bakso Biasa,15000,4,294,60000,4492000,1827400,2664600,,,,,
4/30/2025,Bakso Urat,19000,3,294,57000,4492000,1827400,2664600,,,,,
4/30/2025,Es Campur ,15000,3,294,45000,4492000,1827400,2664600,,,,,
4/30/2025,Teh Botol Sosro,5000,3,294,15000,4492000,1827400,2664600,,,,,
4/30/2025,Teh Tawar Es/Hangat,5000,3,294,15000,4492000,1827400,2664600,,,,,
4/30/2025,Amplang,12000,2,294,24000,4492000,1827400,2664600,,,,,
4/30/2025,Kerupuk Pangsit,5000,2,294,10000,4492000,1827400,2664600,,,,,
4/30/2025,Emping,10000,1,294,10000,4492000,1827400,2664600,,,,,
4/30/2025,Extra Ayam,1000,1,294,1000,4492000,1827400,2664600,,,,,
4/30/2025,Telur Asin,3000,1,294,3000,4492000,1827400,2664600,,,,,
5/1/2025,Mie Ayam Bangka,20000,67,474,1340000,6664000,2727400,3936600,,,,,
5/1/2025,Mie Ayam Bangka Bakso,23000,51,474,1173000,6664000,2727400,3936600,,,,,
5/1/2025,Teh Manis Es/Hangat,5000,48,474,240000,6664000,2727400,3936600,,,,,
5/1/2025,Jeruk Es/Hangat,6000,44,474,264000,6664000,2727400,3936600,,,,,
5/1/2025,Mie Ayam Bangka Komplit,28000,44,474,1232000,6664000,2727400,3936600,,,,,
5/1/2025,Air Mineral Botol,4000,40,474,160000,6664000,2727400,3936600,,,,,
5/1/2025,Kerupuk Gantung,12000,32,474,384000,6664000,2727400,3936600,,,,,
5/1/2025,Mie Ayam Bangka Pangsit,23000,27,474,621000,6664000,2727400,3936600,,,,,
5/1/2025,Bakso Biasa,15000,25,474,375000,6664000,2727400,3936600,,,,,
5/1/2025,Es Teler ,15000,23,474,345000,6664000,2727400,3936600,,,,,
5/1/2025,Air Es/Hangat,4000,22,474,88000,6664000,2727400,3936600,,,,,
5/1/2025,Es Batu,1000,8,474,8000,6664000,2727400,3936600,,,,,
5/1/2025,Es Campur ,15000,8,474,120000,6664000,2727400,3936600,,,,,
5/1/2025,Bakso Urat,19000,8,474,152000,6664000,2727400,3936600,,,,,
5/1/2025,Teh Tawar Es/Hangat,5000,7,474,35000,6664000,2727400,3936600,,,,,
5/1/2025,Teh Botol Sosro,5000,6,474,30000,6664000,2727400,3936600,,,,,
5/1/2025,Kerupuk Acan,12000,3,474,36000,6664000,2727400,3936600,,,,,
5/1/2025,Kerupuk Udang,6000,3,474,18000,6664000,2727400,3936600,,,,,
5/1/2025,Telur Rebus ,3000,2,474,6000,6664000,2727400,3936600,,,,,
5/1/2025,Amplang,12000,1,474,12000,6664000,2727400,3936600,,,,,
5/1/2025,Emping,10000,1,474,10000,6664000,2727400,3936600,,,,,
5/1/2025,Extra Ayam,1000,1,474,1000,6664000,2727400,3936600,,,,,
5/1/2025,Kacang Goreng ,6000,1,474,6000,6664000,2727400,3936600,,,,,
5/1/2025,Pangsit Kuah,5000,1,474,5000,6664000,2727400,3936600,,,,,
5/1/2025,Telur Asin,3000,1,474,3000,6664000,2727400,3936600,,,,,
5/3/2025,Mie Ayam Bangka Bakso,23000,68,482,1564000,7149000,2767400,4381600,,,,,
5/3/2025,Mie Ayam Bangka ,20000,64,482,1280000,7149000,2767400,4381600,,,,,
5/3/2025,Jeruk Es/Hangat,6000,59,482,354000,7149000,2767400,4381600,,,,,
5/3/2025,Mie Ayam Bangka Komplit,28000,49,482,1372000,7149000,2767400,4381600,,,,,
5/3/2025,Teh Manis Es/Hangat,5000,42,482,210000,7149000,2767400,4381600,,,,,
5/3/2025,Mie Ayam Bangka Pangsit,23000,40,482,920000,7149000,2767400,4381600,,,,,
5/3/2025,Air Mineral Botol,4000,33,482,132000,7149000,2767400,4381600,,,,,
5/3/2025,Air Es/Hangat,4000,25,482,100000,7149000,2767400,4381600,,,,,
5/3/2025,Kerupuk Gantung,12000,23,482,276000,7149000,2767400,4381600,,,,,
5/3/2025,Es Teler ,15000,14,482,210000,7149000,2767400,4381600,,,,,
5/3/2025,Bakso Biasa,15000,16,482,240000,7149000,2767400,4381600,,,,,
5/3/2025,Es Campur ,15000,9,482,135000,7149000,2767400,4381600,,,,,
5/3/2025,Bakso Urat,19000,8,482,152000,7149000,2767400,4381600,,,,,
5/3/2025,Kerupuk Udang,6000,7,482,42000,7149000,2767400,4381600,,,,,
5/3/2025,Kerupuk Acan,12000,4,482,48000,7149000,2767400,4381600,,,,,
5/3/2025,Teh Botol Sosro,5000,4,482,20000,7149000,2767400,4381600,,,,,
5/3/2025,Kacang Goreng ,6000,4,482,24000,7149000,2767400,4381600,,,,,
5/3/2025,Emping,10000,2,482,20000,7149000,2767400,4381600,,,,,
5/3/2025,Pangsit Kuah,5000,2,482,10000,7149000,2767400,4381600,,,,,
5/3/2025,Teh Tawar Es/Hangat,5000,2,482,10000,7149000,2767400,4381600,,,,,
5/3/2025,Telur Asin,3000,2,482,6000,7149000,2767400,4381600,,,,,
5/3/2025,Pangsit Rebus,5000,2,482,10000,7149000,2767400,4381600,,,,,
5/3/2025,Es Batu,1000,1,482,1000,7149000,2767400,4381600,,,,,
5/3/2025,Makaroni,10000,1,482,10000,7149000,2767400,4381600,,,,,
5/3/2025,Telur Rebus ,3000,1,482,3000,7149000,2767400,4381600,,,,,
5/4/2025,Mie Ayam Bangka Komplit,28000,68,484,1904000,7640000,2777400,4862600,,,,,
5/4/2025,Mie Ayam Bangka,20000,62,484,1240000,7640000,2777400,4862600,,,,,
5/4/2025,Mie Ayam Bangka Bakso,23000,62,484,1426000,7640000,2777400,4862600,,,,,
5/4/2025,Jeruk Es/Hangat,6000,50,484,300000,7640000,2777400,4862600,,,,,
5/4/2025,Mie Ayam Bangka Pangsit,23000,45,484,1035000,7640000,2777400,4862600,,,,,
5/4/2025,Teh Manis Es/Hangat ,5000,39,484,195000,7640000,2777400,4862600,,,,,
5/4/2025,Air Mineral Botol,4000,32,484,128000,7640000,2777400,4862600,,,,,
5/4/2025,Es Teler ,15000,29,484,435000,7640000,2777400,4862600,,,,,
5/4/2025,Air Es/Hangat,4000,22,484,88000,7640000,2777400,4862600,,,,,
5/4/2025,Es Campur ,15000,15,484,225000,7640000,2777400,4862600,,,,,
5/4/2025,Bakso Urat,19000,13,484,247000,7640000,2777400,4862600,,,,,
5/4/2025,Kerupuk Gantung,12000,10,484,120000,7640000,2777400,4862600,,,,,
5/4/2025,Bakso Biasa,15000,10,484,150000,7640000,2777400,4862600,,,,,
5/4/2025,Es Batu,1000,6,484,6000,7640000,2777400,4862600,,,,,
5/4/2025,Teh Tawar Es/Hangat,5000,5,484,25000,7640000,2777400,4862600,,,,,
5/4/2025,Kerupuk Udang,6000,5,484,30000,7640000,2777400,4862600,,,,,
5/4/2025,Kacang Goreng ,6000,3,484,18000,7640000,2777400,4862600,,,,,
5/4/2025,Kerupuk Acan,12000,3,484,36000,7640000,2777400,4862600,,,,,
5/4/2025,Kerupuk Pangsit,5000,2,484,10000,7640000,2777400,4862600,,,,,
5/4/2025,Pangsit Kuah,5000,2,484,10000,7640000,2777400,4862600,,,,,
5/4/2025,Amplang,12000,1,484,12000,7640000,2777400,4862600,,,,,
5/5/2025,Mie Ayam Bangka,20000,47,329,940000,4898000,2002400,2895600,,,,,
5/5/2025,Teh Manis Es/Hangat ,5000,37,329,185000,4898000,2002400,2895600,,,,,
5/5/2025,Jeruk Es/Hangat,6000,34,329,204000,4898000,2002400,2895600,,,,,
5/5/2025,Mie Ayam Bangka Komplit,28000,33,329,924000,4898000,2002400,2895600,,,,,
5/5/2025,Mie Ayam Bangka Pangsit,23000,35,329,805000,4898000,2002400,2895600,,,,,
5/5/2025,Mie Ayam Bangka Bakso,23000,31,329,713000,4898000,2002400,2895600,,,,,
5/5/2025,Air Mineral Botol,4000,23,329,92000,4898000,2002400,2895600,,,,,
5/5/2025,Kerupuk Gantung,12000,22,329,264000,4898000,2002400,2895600,,,,,
5/5/2025,Es Teler ,15000,14,329,210000,4898000,2002400,2895600,,,,,
5/5/2025,Es Campur ,15000,13,329,195000,4898000,2002400,2895600,,,,,
5/5/2025,Kerupuk Pangsit,5000,8,329,40000,4898000,2002400,2895600,,,,,
5/5/2025,Air Es/Hangat,4000,8,329,32000,4898000,2002400,2895600,,,,,
5/5/2025,Bakso biasa,15000,11,329,165000,4898000,2002400,2895600,,,,,
5/5/2025,Bakso Urat,19000,4,329,76000,4898000,2002400,2895600,,,,,
5/5/2025,Es Batu,1000,3,329,3000,4898000,2002400,2895600,,,,,
5/5/2025,Amplang,12000,1,329,12000,4898000,2002400,2895600,,,,,
5/5/2025,Basreng,10000,1,329,10000,4898000,2002400,2895600,,,,,
5/5/2025,Kerupuk Acan,12000,1,329,12000,4898000,2002400,2895600,,,,,
5/5/2025,Kerupuk Udang,6000,1,329,6000,4898000,2002400,2895600,,,,,
5/5/2025,Pangsit Kuah,5000,1,329,5000,4898000,2002400,2895600,,,,,
5/5/2025,Teh Tawar Es/Hangat,5000,1,329,5000,4898000,2002400,2895600,,,,,
5/6/2025,Mie Ayam Bangka ,20000,34,219,680000,3153000,1452400,1700600,,,,,
5/6/2025,Mie Ayam Bangka Pangsit,23000,24,219,552000,3153000,1452400,1700600,,,,,
5/6/2025,Teh Manis Es/Hangat ,5000,22,219,110000,3153000,1452400,1700600,,,,,
5/6/2025,Jeruk Es/Hangat,6000,20,219,120000,3153000,1452400,1700600,,,,,
5/6/2025,Mie Ayam Bangka Komplit,28000,17,219,476000,3153000,1452400,1700600,,,,,
5/6/2025,Mie Ayam Bangka Bakso,23000,17,219,391000,3153000,1452400,1700600,,,,,
5/6/2025,Air Mineral Botol,4000,15,219,60000,3153000,1452400,1700600,,,,,
5/6/2025,Es Teler ,15000,15,219,225000,3153000,1452400,1700600,,,,,
5/6/2025,Kerupuk Gantung,12000,8,219,96000,3153000,1452400,1700600,,,,,
5/6/2025,Air Es/Hangat,4000,7,219,28000,3153000,1452400,1700600,,,,,
5/6/2025,Es Batu,1000,7,219,7000,3153000,1452400,1700600,,,,,
5/6/2025,Bakso Biasa,15000,7,219,105000,3153000,1452400,1700600,,,,,
5/6/2025,Bakso Urat,19000,7,219,133000,3153000,1452400,1700600,,,,,
5/6/2025,Es Campur ,15000,6,219,90000,3153000,1452400,1700600,,,,,
5/6/2025,Kerupuk Pangsit,5000,4,219,20000,3153000,1452400,1700600,,,,,
5/6/2025,Teh Botol Sosro,5000,3,219,15000,3153000,1452400,1700600,,,,,
5/6/2025,Amplang,12000,2,219,24000,3153000,1452400,1700600,,,,,
5/6/2025,Telur Asin,3000,2,219,6000,3153000,1452400,1700600,,,,,
5/6/2025,Basreng,10000,1,219,10000,3153000,1452400,1700600,,,,,
5/6/2025,Teh Tawar Es/Hangat,5000,1,219,5000,3153000,1452400,1700600,,,,,
5/7/2025,Mie Ayam Bangka Bakso,23000,46,321,1058000,4556000,1962400,2593600,,,,,
5/7/2025,Mie Ayam Bangka,20000,42,321,840000,4556000,1962400,2593600,,,,,
5/7/2025,Teh Manis Es/Hangat ,5000,38,321,190000,4556000,1962400,2593600,,,,,
5/7/2025,Jeruk Es/Hangat,6000,33,321,198000,4556000,1962400,2593600,,,,,
5/7/2025,Mie Ayam Bangka Komplit,28000,28,321,784000,4556000,1962400,2593600,,,,,
5/7/2025,Air Mineral Botol,4000,27,321,108000,4556000,1962400,2593600,,,,,
5/7/2025,Mie Ayam Bangka Pangsit,23000,26,321,598000,4556000,1962400,2593600,,,,,
5/7/2025,Es Teler ,15000,12,321,180000,4556000,1962400,2593600,,,,,
5/7/2025,Es Batu,1000,9,321,9000,4556000,1962400,2593600,,,,,
5/7/2025,Kerupuk Pangsit,5000,8,321,40000,4556000,1962400,2593600,,,,,
5/7/2025,Air Es/Hangat,4000,8,321,32000,4556000,1962400,2593600,,,,,
5/7/2025,Es Campur ,15000,7,321,105000,4556000,1962400,2593600,,,,,
5/7/2025,Kerupuk Gantung,12000,7,321,84000,4556000,1962400,2593600,,,,,
5/7/2025,Bakso Biasa,15000,7,321,105000,4556000,1962400,2593600,,,,,
5/7/2025,Bakso Urat,19000,6,321,114000,4556000,1962400,2593600,,,,,
5/7/2025,Basreng,10000,4,321,40000,4556000,1962400,2593600,,,,,
5/7/2025,Teh Botol Sosro,5000,4,321,20000,4556000,1962400,2593600,,,,,
5/7/2025,Telur Rebus ,3000,3,321,9000,4556000,1962400,2593600,,,,,
5/7/2025,Amplang,12000,1,321,12000,4556000,1962400,2593600,,,,,
5/7/2025,Extra Ayam,1000,1,321,1000,4556000,1962400,2593600,,,,,
5/7/2025,Kacang Goreng ,6000,1,321,6000,4556000,1962400,2593600,,,,,
5/7/2025,Kerupuk Acan,12000,1,321,12000,4556000,1962400,2593600,,,,,
5/7/2025,Kerupuk Udang,6000,1,321,6000,4556000,1962400,2593600,,,,,
5/7/2025,Teh Tawar Es/Hangat,5000,1,321,5000,4556000,1962400,2593600,,,,,
